ID,species,sex,,how_sexed,location,lat,lon,,,ele,date,time,band,age,,how_aged,breeding,Throat_extent_yellow,Throat_saturation_yellow,Throat_white_corners,Auricular_extent,Auricular_saturation,SPOT,LINE,TAIL,Wing_patch,paper,buffer,fecal,chord,tail,tarsus,Bill_Culmen,Bill_Width,Bill_Depth,W1,W2,weight
CF24D07,AUWA,M,Male,Cloaca,Crowsnest,49.67363,-114.48187,49:40:25,-114:28:55,1642,6/25/23,11:40:00,279000851,ASY,After Second Year,,CP,100,100,10,5,10,30,0,E2,100,y,y,n,75,56,18.57,7.97,3.4,3.34,39,26.5,12.5
CF24D08,AUWA,M,Male,Cloaca,Crowsnest,49.67363,-114.48187,49:40:25,-114:28:55,1642,6/25/23,11:50:00,279000852,ASY,After Second Year,,CP,100,100,90,10,20,30,5,E2,100,y,y,n,78,61,19.71,6.85,3.47,3.29,38,26,12
CF24D09,AUWA,M,Male,Cloaca,Crowsnest,49.67363,-114.48187,49:40:25,-114:28:55,1642,6/25/23,11:50:00,279000853,ASY,After Second Year,,CP,100,100,30,10,20,10,5,E2,100,y,y,n,77,60,19.4,7.58,3.48,3.1,38.5,26,12.5
CF25D01,AUWA,M,Male,Cloaca,Livingstone,50.09955,-114.43844,50:05:58,-114:26:18,1675,6/26/23,6:00:00,279000854,SY,Second Year,,CP,95,100,80,10,30,0,10,E2,100,y,y,n,73.5,55,18.54,7,3.13,3.15,36.5,25.5,11
CF25D02,AUWA,F,Female,Brood Patch,Livingstone,50.09955,-114.43844,50:05:58,-114:26:18,1675,6/26/23,6:20:00,279000855,SY,Second Year,,BP,95,90,0,0,0,10,5,E,NA,y,y,n,72,55,19.4,7.36,3.2,3.07,38.5,26,12.5
CF25D03,AUWA,M,Male,Cloaca,Livingstone,50.09955,-114.43844,50:05:58,-114:26:18,1675,6/26/23,6:20:00,279000856,ASY,After Second Year,,CP,100,100,10,5,20,2,2,E2,100,y,y,n,78,58,18.31,7.05,3.55,3.48,38,26,12
CF25D04,UYRW,M,Male,Cloaca,Livingstone,50.09955,-114.43844,50:05:58,-114:26:18,1675,6/26/23,6:50:00,279000857,ASY,After Second Year,,CP,100,100,30,80,80,0,0,E2,100,y,y,n,75,56,19.79,6.66,3.03,3.32,38.5,26.5,12
CF25D05,UYRW,M,Male,Cloaca,Livingstone,50.09884,-114.43759,50:05:56,-114:26:15,1684,6/26/23,8:35:00,279000858,ASY,After Second Year,,CP,50,50,85,70,25,5,55,E2,50,y,y,n,74,57,18.65,7.25,3.24,3,38.5,26,12.5
CF25D06,AUWA,M,Male,Cloaca,Livingstone,50.10477,-114.43951,50:06:17,-114:26:22,1702,6/26/23,9:25:00,279000859,ASY,After Second Year,,CP,100,100,0,10,30,0,0,E2,100,y,y,y,76,58,18.75,7.78,3.23,3.24,39,26,13
CF25D07,AUWA,M,Male,Cloaca,Livingstone,50.11087,-114.43804,50:06:39,-114:26:17,1711,6/26/23,10:25:00,279000860,ASY,After Second Year,,CP,85,100,25,5,30,0,0,E2,100,y,y,n,75,56,19.19,7.14,3.47,3.38,38,26,12
CF25D08,AUWA,M,Male,Cloaca,Livingstone,50.13415,-114.43752,50:08:03,-114:26:15,1753,6/26/23,11:30:00,279000861,SY,Second Year,,CP,95,100,40,90,40,0,2,E2,50,y,y,y,73.5,55.5,18.56,7.11,3.26,3.08,38,26,12
CF25D09,UYRW,M,Male,Cloaca,Livingstone,50.09716,-114.43527,50:05:50,-114:26:07,1676,6/26/23,12:50:00,279000862,ASY,After Second Year,,CP,95,100,60,15,20,50,35,E2,100,y,y,n,66,59,19.58,7.69,3.15,3.04,38.5,26,12.5
CF25D10,AUWA,F,Female,Brood Patch,Livingstone,50.09716,-114.43527,50:05:50,-114:26:07,1676,6/26/23,13:00:00,279000863,SY,Second Year,,BP,75,80,0,0,0,2,0,E,NA,y,y,y,71,53,19.48,7.17,3.2,3.16,38.5,26,12.5
CF26D01,AUWA,M,Male,Cloaca,Peter_Lougheed,50.6848,-115.11428,50:41:05,-115:06:51,1701,6/27/23,6:30:00,279000864,ASY,After Second Year,,CP,95,100,0,10,80,0,0,E2,50,y,y,n,75,56,19.75,7.13,3.18,3.11,38.5,26,12.5
CF26D02,AUWA,M,Male,Cloaca,Peter_Lougheed,50.6848,-115.11428,50:41:05,-115:06:51,1701,6/27/23,6:30:00,279000865,ASY,After Second Year,,CP,95,100,20,15,80,5,0,E,100,y,y,n,76,57.5,19.1,7.24,3.38,3.11,38,25.5,12.5
CF26D03,AUWA,M,Male,Cloaca,Peter_Lougheed,50.686,-115.11548,50:41:10,-115:06:56,1679,6/27/23,6:40:00,279000866,ASY,After Second Year,,CP,100,100,0,5,80,15,0,E2,100,y,y,n,74.5,62,19.16,8.34,3.15,3.38,38.5,26,12.5
CF26D04,AUWA,M,Male,Cloaca,Peter_Lougheed,50.686,-115.11548,50:41:10,-115:06:56,1679,6/27/23,6:50:00,279000867,ASY,After Second Year,,CP,100,100,10,10,10,10,10,E2,100,y,y,n,74,60,19.05,7.35,3.31,3.08,,,
CF26D05,AUWA,M,Male,Cloaca,Peter_Lougheed,50.686,-115.11548,50:41:10,-115:06:56,1679,6/27/23,7:30:00,279000868,SY,Second Year,,CP,95,100,20,10,60,5,10,E2,50,y,y,n,74.5,55,18.97,7.2,3.13,3.14,38.5,26,12.5
CF26D06,AUWA,F,Female,Brood Patch,Peter_Lougheed,50.686,-115.11548,50:41:10,-115:06:56,1679,6/27/23,7:30:00,279000869,SY,Second Year,,BP,90,90,0,0,0,0,0,E,NA,y,y,y,69,53.5,18.91,6.63,3.34,2.98,37,26,11
CF26D07,UYRW,M,Male,Cloaca,Peter_Lougheed,50.686,-115.11548,50:41:10,-115:06:56,1679,6/27/23,7:50:00,279000870,SY,Second Year,,CP,30,60,20,5,15,5,5,E2,50,y,y,y,72,56.5,19.12,7.63,3.13,3.15,38.5,26,12.5
CF26D08,AUWA,F,Female,Brood Patch,Peter_Lougheed,50.686,-115.11548,50:41:10,-115:06:56,1679,6/27/23,7:50:00,279000871,AHY,After Hatching Year,,BP,25,25,0,0,0,0,0,E,NA,y,y,n,67,54,19.14,7.37,3.31,3.2,38.5,26,12.5
CF26D09,UYRW,M,Male,Cloaca,Peter_Lougheed,50.686,-115.11548,50:41:10,-115:06:56,1679,6/27/23,8:10:00,279000872,ASY,After Second Year,,CP,100,100,40,90,30,70,50,E,50,y,y,n,75,60.5,19.1,7.09,3.41,3.18,19.75,7.5,12.25
CF26D10,AUWA,M,Male,Cloaca,Peter_Lougheed,50.686,-115.11548,50:41:10,-115:06:56,1679,6/27/23,8:15:00,279000873,ASY,After Second Year,,CP,95,90,30,15,30,0,5,E,50,y,y,n,75.5,58.5,18.78,7.16,3.34,3.19,37.5,26.75,10.75
CF26D11,AUWA,M,Male,Cloaca,Peter_Lougheed,50.68805,-115.13513,50:41:17,-115:08:06,1698,6/27/23,10:50:00,279000874,SY,Second Year,,CP,95,90,10,,,40,5,E2,,y,y,n,72,55,18.99,7.25,3.51,3.29,37.7,26,11.7
CF26D12,UYRW,M,Male,Cloaca,Peter_Lougheed,50.68805,-115.13513,50:41:17,-115:08:06,1698,6/27/23,10:55:00,279000875,SY,Second Year,,CP,75,90,10,30,40,30,25,E,0,y,y,n,74,56,19.57,7.79,3.13,3.13,38.5,26,12.5
CF26D13,AUWA,M,Male,Cloaca,Peter_Lougheed,50.68805,-115.13513,50:41:17,-115:08:06,1698,6/27/23,10:55:00,279000876,SY,Second Year,,CP,85,90,50,10,30,0,2,E,100,y,y,y,74,59,18.39,7.03,3.28,3.26,38,25.5,12.5
CF27D01,AUWA,M,Male,Cloaca,Peter_Lougheed,50.69821,-115.11428,50:41:54,-115:06:51,1622,6/28/23,8:30:00,279000877,SY,Second Year,,CP,95,95,60,5,10,5,30,D,50,y,y,n,73,57,19.19,7.15,3.46,3.1,38,26,12
CF27D02,AUWA,M,Male,Cloaca,Peter_Lougheed,50.69821,-115.11428,50:41:54,-115:06:51,1622,6/28/23,8:30:00,279000878,SY,Second Year,,CP,100,100,20,5,20,0,0,E,100,y,y,y,74,57.5,19.59,7.48,3.15,3.35,38.5,26,12.5
CF27D03,UYRW,M,Male,Cloaca,Peter_Lougheed,50.69821,-115.11428,50:41:54,-115:06:51,1622,6/28/23,8:30:00,279000879,SY,Second Year,,CP,90,85,70,15,80,90,45,E,100,y,y,n,73,57.5,19.2,7.67,3.38,3.2,38,26,12
CF27D04,UYRW,M,Male,Cloaca,Peter_Lougheed,50.69734,-115.11338,50:41:50,-115:06:48,1628,6/28/23,8:45:00,279000880,SY,Second Year,,CP,85,70,90,20,60,80,60,E,50,y,y,y,74,57,18.48,7.17,3.48,3.24,38,26.5,11.5
