id	Species	Project	Sequenced.previously	Type	extraction.year	Date	Year	State	Location	Latitude	Longitude	Elevation	Time	Band.	Sex	Age	Blood	Fecal	CP	Photo	Measurer	Wing	Tail	Tarsus	Geo	Notes	Additional.Sheets.
UF15T04	AUWA	AUWA_SW	N	Sample	2022	15-Jun	2021	UT	Fish Lake	38.633198	-111.651064	2777	8:01	289043827	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	76	59	19.5		Little white on throat	Additional measurements found in 2021_AUWA_banding_data.xlsx
UF15T05	AUWA	AUWA_SW	N	Sample	2022	15-Jun	2021	UT	Fish Lake	38.648737	-111.659212	2799	9:11	289043828	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	79	61	19		Said 29.3 on datasheet	Additional measurements found in 2021_AUWA_banding_data.xlsx
UF15T06	AUWA	AUWA_SW	N	Sample	2022	15-Jun	2021	UT	Fish Lake	38.619553	-111.643304	2691	10:40	289043829	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	76	60	19			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF16T02	AUWA	AUWA_SW	N	Sample	2022	16-Jun	2021	UT	Fish Lake	38.609104	-111.677359	2732	7:10	289043832	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	78	62	18.5			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF16T04	AUWA	AUWA_SW	N	Sample	2022	16-Jun	2021	UT	Fish Lake	38.607993	-111.617299	2709	9:10	289043834	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	82	64	19.5			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF16T05	AUWA	AUWA_SW	N	Sample	2022	16-Jun	2021	UT	Fish Lake	38.609852	-111.61631	2752	9:51	289043835	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	79	61	18.8			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF16T06	AUWA	AUWA_SW	N	Sample	2022	16-Jun	2021	UT	Fish Lake	38.609852	-111.61631	2752	9:55	289043836	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	80	59	17.7			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF17T01	AUWA	AUWA_SW	N	Sample	2022	17-Jun	2021	UT	Dixie NF	37.5498	-112.785401	2928	6:05	289043837	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	81	61	19.9			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF17T02	AUWA	AUWA_SW	N	Sample	2022	17-Jun	2021	UT	Dixie NF	37.5498	-112.785401	2928	6:38	289043838	F	AHY	Y	Y	0	Y-Toews-Cannon	DPT	76	67	18.7			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF17T04	AUWA	AUWA_SW	N	Sample	2022	17-Jun	2021	UT	Dixie NF	37.539898	-112.779527	2898	8:00	289043840	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	77	60	19.2			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF17T05	AUWA	AUWA_SW	N	Sample	2022	17-Jun	2021	UT	Dixie NF	37.540257	-112.777334	2905	8:41	289043841	F	AHY	Y	Y	3	Y-Toews-Cannon	DPT	75	59	19.7			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF17T06	AUWA	AUWA_SW	N	Sample	2022	17-Jun	2021	UT	Dixie NF	37.540257	-112.777334	2905	8:50	289043842	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	78	60	18.8			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF17T07	AUWA	AUWA_SW	N	Sample	2022	17-Jun	2021	UT	Dixie NF	37.526913	-112.760995	2845	9:50	289043843	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	75	58	17.8		Only 3 tail feathers left (ie not super accurate tail length)	Additional measurements found in 2021_AUWA_banding_data.xlsx
UF17T08	AUWA	AUWA_SW	N	Sample	2022	17-Jun	2021	UT	Dixie NF	37.523785	-112.732928	2843	11:26	289043844	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	76	68	19			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF18T02	AUWA	AUWA_SW	N	Sample	2022	18-Jun	2021	UT	Dixie NF	37.573626	-112.79895	2955	7:01	289043846	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	77	61	18			Additional measurements found in 2021_AUWA_banding_data.xlsx
